order_id;order_date;customer_id;customer_age;customer_segment;region;product_id;category;price;quantity;discount_pct;payment_method;channel;shipping_cost;subtotal;cost;profit;is_returned;marketing_channel;campaign_id;promo_flag
O102442;06/05/2023;C01846;38;Bronze;North;P0141;Beauty;152.55;1;0;Credit Card;Store;7.59;152.55;103.39;41.57;False;Social;;False
O111047;04/04/2023;C00705;41;Bronze;North;P0064;Clothing;7.45;1;0;Gift Card;Mobile App;3.54;7.45;5.03;-1.12;False;Email;;False
O109550;13/07/2024;C01443;27;Bronze;West;P0172;Beauty;125.28;1;0;Credit Card;Online;4.53;125.28;88.75;32;False;Organic;;False
O102322;26/06/2024;C02455;29;Gold;West;P0075;Electronics;54.45;1;0.28;PayPal;Online;3.74;39.2;33.57;1.89;False;Paid Search;;False
O104469;13/06/2023;C01418;19;Gold;East;P0018;Electronics;162.67;1;0.07;Credit Card;Mobile App;4.96;151.28;106.32;40;False;Organic;;False
O109924;08/03/2024;C00248;35;Silver;West;P0033;Beauty;141.72;1;0.02;Debit Card;Online;3.17;138.89;114.69;21.03;False;Organic;;False
O100209;01/03/2023;C00650;39;Bronze;South;P0125;Clothing;81.81;1;0.03;PayPal;Online;3.75;-79.36;-57.88;-25.23;True;Organic;;False
O111269;28/10/2024;C02432;24;Bronze;West;P0036;Electronics;108.07;2;0.01;Credit Card;Mobile App;4.1;213.98;121.32;88.56;False;Organic;;False
O111244;05/08/2024;C00136;31;Gold;West;P0006;Home;145.13;2;0.06;PayPal;Online;6.41;272.84;181.58;84.85;False;Organic;;False
O103078;26/09/2024;C00426;30;Silver;West;P0030;Sports;141.43;1;0;Credit Card;Mobile App;3.92;141.43;91.74;45.77;False;Social;;False
O102606;08/06/2024;C01289;38;Platinum;South;P0068;Electronics;193.24;1;0.1;Credit Card;Online;3.3;173.92;144.3;26.32;False;Affiliate;;False
O102058;17/09/2023;C02824;40;Bronze;East;P0108;Home;156.65;1;0.01;Credit Card;Online;4.22;155.08;89.83;61.03;False;Paid Search;;False
O111738;22/12/2024;C01954;40;Gold;West;P0031;Beauty;129.69;1;0.05;Credit Card;Online;3.08;123.21;76.17;43.96;False;Organic;;False
O100557;03/01/2024;C01316;40;Bronze;West;P0031;Beauty;131.79;2;0;PayPal;Online;5.14;263.58;152.34;106.1;False;Organic;;False
O108051;28/08/2024;C02872;44;Bronze;West;P0057;Electronics;118.11;1;0;Debit Card;Online;6.1;118.11;83.46;28.55;False;Organic;;False
O105060;02/12/2023;C02811;46;Bronze;West;P0086;Clothing;34.64;2;0.02;Credit Card;Online;4.8;67.89;49.36;13.73;False;Paid Search;;False
O105809;11/04/2024;C01867;43;Platinum;South;P0179;Sports;142.72;2;0.09;Credit Card;Store;8.81;259.75;185.88;65.06;False;Social;;False
O108725;31/01/2023;C00942;18;Bronze;Central;P0016;Beauty;130.09;3;0;Credit Card;Online;3.53;390.27;297.72;89.02;False;Email;;False
O107791;28/08/2024;C02032;49;Gold;East;P0180;Electronics;287.62;2;0.06;Debit Card;Online;5.02;540.73;339.08;196.63;False;Paid Search;;False
O110872;03/05/2024;C00086;22;Platinum;West;P0192;Electronics;169.51;1;0.1;Credit Card;Online;3.55;152.56;127.4;21.61;False;Social;;False
O110793;31/07/2023;C02699;26;Bronze;South;P0102;Toys;136.49;1;0;Credit Card;Online;5.01;136.49;89.33;42.15;False;;;False
O101879;03/07/2024;C00072;46;Silver;West;P0197;Electronics;115.36;1;0.01;Credit Card;Online;4.78;114.21;69.32;40.11;False;Organic;;False
O109094;18/07/2024;C00678;35;Bronze;South;P0040;Clothing;67.34;4;0.01;Debit Card;Online;3.99;266.67;178.4;84.28;False;Email;;False
O107759;16/10/2024;C01935;41;Platinum;North;P0013;Sports;155.73;1;0.11;PayPal;Mobile App;3.73;138.6;123.44;11.43;False;Social;;False
O101059;03/09/2023;C00314;46;Gold;East;P0021;Home;223.72;3;0.06;Credit Card;Online;4.2;630.89;445.14;181.55;False;Organic;;False
O109763;09/02/2024;C02509;36;Bronze;West;P0076;Beauty;183.16;1;0;Credit Card;Mobile App;3.94;183.16;107.93;71.29;False;Email;;False
O111635;15/01/2023;C01968;45;Bronze;Central;P0099;Beauty;156.64;1;0;Credit Card;Online;5;156.64;103.14;48.5;False;Organic;;False
O106318;22/05/2024;C02014;61;Bronze;South;P0015;Sports;90.71;2;0;Debit Card;Online;4.51;181.42;124.78;52.13;False;Organic;;False
O103016;15/03/2024;C01913;27;Gold;South;P0046;Electronics;131.82;1;0.4;Credit Card;Online;7.55;79.09;77.96;-6.42;False;Email;;False
O108123;14/07/2023;C01364;28;Bronze;Central;P0008;Home;198.21;2;0.02;Credit Card;Online;6.47;388.49;279.48;102.54;False;;;False
O100741;07/09/2023;C02143;32;Bronze;North;P0055;Beauty;205.84;1;0.01;Credit Card;Mobile App;4.55;203.78;115.61;83.62;False;Organic;;False
O103501;21/03/2023;C01841;24;Bronze;North;P0043;Home;153.65;1;0;Credit Card;Online;4.14;153.65;102.11;47.4;False;Email;;False
O110076;02/06/2023;C02815;44;Bronze;East;P0158;Sports;179.7;2;0;Credit Card;Online;7.56;359.4;260.02;91.82;False;Email;;False
O109896;18/11/2023;C01893;25;Silver;North;P0148;Toys;92.36;1;0.02;Credit Card;Online;5.96;90.51;80.47;4.08;False;Social;;False
O108962;19/07/2023;C02483;37;Silver;South;P0088;Toys;155.27;1;0.01;Credit Card;Online;3.73;153.72;128.49;21.5;False;Organic;;False
O104831;08/04/2024;C02517;51;Silver;East;P0094;Sports;146.32;2;0;Credit Card;Online;3.67;292.64;197.64;91.33;False;Organic;;False
O101609;09/12/2023;C00906;20;Platinum;Central;P0172;Beauty;125.05;1;0.13;Credit Card;Online;9.8;108.79;88.75;10.24;False;Organic;;False
O102405;24/04/2023;C01021;33;Bronze;East;P0027;Toys;103.42;1;0;Gift Card;Mobile App;4.63;103.42;60.76;38.03;False;Affiliate;;False
O107463;26/07/2024;C02987;31;Bronze;Central;P0070;Toys;138.16;1;0;Credit Card;Online;4.25;138.16;74.81;59.1;False;Paid Search;;False
O111453;05/05/2024;C02036;29;Silver;South;P0071;Home;177.35;1;0.13;PayPal;Online;3.67;154.29;95.15;55.47;False;Email;CAM_20240505;True
O104660;17/04/2024;C02999;42;Gold;West;P0090;Electronics;190.12;1;0.04;Credit Card;Online;5.55;182.52;103.69;73.28;False;Social;;False
O108606;23/01/2024;C02896;41;Silver;East;P0039;Beauty;98.82;2;0;Credit Card;Online;3.55;197.64;139.6;54.49;False;Social;;False
O110870;10/07/2023;C01579;24;Bronze;South;P0164;Sports;121.63;2;0.02;Credit Card;Online;3.36;238.39;188.62;46.41;False;Organic;;False
O111844;09/01/2023;C02815;36;Bronze;Central;P0174;Toys;169.01;1;0.03;Credit Card;Online;3.6;163.94;127.41;32.93;False;Organic;;False
O109184;07/09/2023;C02598;33;Bronze;West;P0122;Toys;119.47;3;0;Debit Card;Mobile App;3.01;358.41;267.21;88.19;False;Organic;;False
O106082;20/05/2023;C00488;20;Platinum;East;P0064;Clothing;7.18;1;0.11;Credit Card;Mobile App;7.58;6.39;5.03;-6.22;False;Organic;;False
O107821;05/07/2023;C02909;29;Silver;South;P0166;Toys;163.89;1;0;Credit Card;Online;6.48;163.89;99.35;58.06;False;Email;;False
O111397;15/09/2024;C01850;35;Silver;Central;P0095;Toys;131.09;2;0.02;Debit Card;Online;5.07;256.94;218.74;33.13;False;Organic;;False
O105507;05/01/2023;C02441;35;Bronze;South;P0124;Home;103.42;1;0;Credit Card;Online;3.37;103.42;58.8;41.25;False;Organic;;False
O104194;15/05/2024;C01154;52;Platinum;East;P0002;Electronics;152.53;1;0.09;Credit Card;Mobile App;3.02;138.8;109.89;25.89;False;Email;;False
O104125;17/08/2023;C00794;27;Silver;Central;P0029;Toys;134.54;1;0;PayPal;Online;5.74;134.54;98.97;29.83;False;Affiliate;;False
O108720;14/11/2024;C01105;29;Bronze;North;P0167;Clothing;85.74;2;0.02;Credit Card;Online;3.66;168.05;102.96;61.43;False;Social;;False
O108991;08/02/2024;C00019;36;Silver;North;P0152;Beauty;177.74;1;0.03;Gift Card;Online;4.78;172.41;111.8;55.83;False;Organic;;False
O104853;24/11/2024;C00058;31;Silver;South;P0046;Electronics;126.66;1;0.01;Debit Card;Online;7.15;125.39;77.96;40.28;False;Paid Search;;False
O100768;27/01/2024;C02527;40;Platinum;Central;P0082;Clothing;61.65;1;0.12;PayPal;Store;3.03;54.25;48.77;2.45;False;Social;;False
O108156;14/09/2023;C01695;30;Bronze;East;P0128;Toys;134.03;1;0;PayPal;Online;3.13;134.03;86.44;44.46;False;Affiliate;;False
O109514;15/12/2024;C01167;36;Silver;Central;P0146;Toys;187.21;2;0;Credit Card;Online;3.07;374.42;213.4;157.95;False;Paid Search;;False
O108115;13/02/2023;C01273;59;Silver;South;P0128;Toys;135.32;1;0;PayPal;Online;9.51;135.32;86.44;39.37;False;Email;;False
O107248;21/12/2023;C02046;26;Gold;East;P0162;Electronics;198.87;1;0.03;Credit Card;Mobile App;3.12;-192.9;-128.18;-67.84;True;Social;;False
O103198;30/05/2023;C02654;26;Silver;South;P0198;Clothing;63.54;2;0.24;Credit Card;Online;3.16;96.58;87.12;6.3;False;Organic;;False
O108828;24/09/2023;C00703;25;Gold;East;P0046;Electronics;124.34;1;0.05;PayPal;Online;11.05;118.12;77.96;29.11;False;Email;;False
O108028;25/04/2023;C02415;37;Bronze;North;P0183;Toys;108.18;2;0.02;Credit Card;Online;4.63;212.03;178.68;28.72;False;Organic;;False
O105435;12/04/2023;C02558;45;Silver;North;P0190;Sports;99.14;2;0;Debit Card;Online;8.19;198.28;146.64;43.45;False;Email;;False
O103511;05/05/2024;C01043;33;Gold;North;P0085;Toys;113.87;1;0.08;Credit Card;Online;3.59;104.76;78.95;22.22;False;Email;CAM_20240505;True
O101203;10/01/2023;C00202;48;Silver;East;P0098;Beauty;173.38;1;0;Debit Card;Mobile App;3.11;173.38;117.6;52.67;False;Paid Search;;False
O103552;21/01/2023;C00316;35;Bronze;South;P0113;Electronics;152.42;1;0.02;Credit Card;Online;3.1;149.37;119.82;26.45;False;Email;;False
O105902;30/08/2024;C00667;32;Silver;North;P0141;Beauty;159.39;2;0;Credit Card;Online;3.02;318.78;206.78;108.98;False;Social;;False
O101504;22/05/2024;C02303;38;Gold;Central;P0106;Clothing;71.85;1;0.01;PayPal;Store;6.59;71.13;40.37;24.17;False;Organic;;False
O104880;19/03/2023;C01409;32;Gold;North;P0114;Home;225.65;1;0.04;Credit Card;Online;4.61;216.62;140.92;71.09;False;Organic;;False
O105099;26/04/2023;C01280;39;Gold;West;P0182;Clothing;22.33;4;0;PayPal;Store;3.54;89.32;65.16;20.62;False;Organic;;False
O100300;18/12/2023;C00889;42;Bronze;North;P0050;Clothing;24.77;3;0.01;Debit Card;Online;4.53;73.57;60.54;8.5;False;Organic;;False
O100126;24/07/2024;C00183;34;Silver;Central;P0077;Clothing;61.63;2;0.03;Debit Card;Mobile App;3.6;119.56;78.7;37.26;False;Organic;;False
O111626;06/04/2024;C02188;38;Gold;Central;P0028;Toys;183.27;1;0.06;Debit Card;Mobile App;3.03;172.27;95.1;74.14;False;Organic;;False
O102560;31/08/2023;C00877;19;Bronze;South;P0196;Electronics;167.66;2;0;PayPal;Mobile App;5.8;335.32;197.58;131.94;False;Organic;;False
O106397;10/02/2024;C00899;18;Bronze;West;P0177;Sports;150.6;2;0.01;PayPal;Online;4.2;298.19;177.66;116.33;False;Organic;;False
O101673;04/06/2024;C02148;23;Bronze;South;P0116;Toys;156.75;1;0.01;Credit Card;Online;3.89;155.18;103.65;47.64;False;Email;;False
O105327;09/11/2023;C01809;34;Bronze;North;P0137;Clothing;23.4;1;0;Credit Card;Mobile App;4.97;23.4;13.63;4.8;False;Email;;False
O103352;09/09/2024;C02567;34;Bronze;Central;P0080;Clothing;36.11;4;0;PayPal;Online;4.42;144.44;90.88;49.14;False;Organic;;False
O106682;24/09/2023;C02665;36;Gold;North;P0117;Clothing;56.09;3;0.03;Gift Card;Online;3.02;163.22;93.21;66.99;False;Email;;False
O111715;18/07/2024;C02439;35;Gold;East;P0193;Sports;176.78;1;0.08;Debit Card;Online;3.15;162.64;90.42;69.07;False;Organic;;False
O101358;09/04/2024;C02581;50;Bronze;North;P0128;Toys;126.86;1;0.01;Debit Card;Store;3.7;125.59;86.44;35.45;False;Organic;;False
O109511;24/07/2023;C01105;32;Gold;Central;P0183;Toys;113.22;1;0.07;PayPal;Online;5.09;105.29;89.34;10.86;False;Organic;;False
O102032;28/11/2024;C02368;29;Bronze;West;P0122;Toys;111.76;2;0;PayPal;Mobile App;6.34;223.52;178.14;39.04;False;Organic;;False
O101443;07/10/2024;C01550;52;Bronze;South;P0001;Toys;178.14;1;0;Credit Card;Online;3.17;178.14;134.54;40.43;False;Paid Search;;False
O109953;05/06/2023;C02823;45;Silver;Central;P0092;Toys;206.62;2;0.02;Credit Card;Online;3.39;404.98;275.36;126.23;False;Organic;;False
O109696;12/03/2023;C02589;34;Gold;Central;P0137;Clothing;24.48;1;0.03;Credit Card;Online;3.51;23.75;13.63;6.61;False;Organic;;False
O101624;25/07/2023;C00043;30;Silver;Central;P0116;Toys;177.98;1;0.01;Credit Card;Online;5.84;176.2;103.65;66.71;False;Social;;False
O106642;03/09/2023;C01629;32;Bronze;Central;P0059;Electronics;173.18;1;0.02;Credit Card;Online;5.57;169.72;120.31;43.84;False;Paid Search;;False
O101661;13/08/2023;C00779;36;Silver;East;P0067;Toys;153.53;1;0.01;Credit Card;Online;3.05;151.99;97.2;51.74;False;Social;;False
O101607;05/05/2023;C01088;36;Gold;North;P0078;Beauty;129.17;2;0.05;Credit Card;Mobile App;6.24;245.42;191.2;47.98;False;Email;;False
O105109;01/01/2023;C02852;42;Bronze;West;P0016;Beauty;133.16;2;0;Debit Card;Online;3.18;266.32;198.48;64.66;False;Social;;False
O111154;23/10/2024;C01375;28;Bronze;Central;P0125;Clothing;81.63;1;0.39;PayPal;Online;3.47;49.79;57.88;-11.56;False;Organic;;False
O107342;19/08/2024;C01069;45;Bronze;South;P0060;Sports;187.09;1;0.01;Credit Card;Online;6.08;185.22;120.29;58.85;False;Organic;;False
O107443;29/07/2023;C02170;44;Bronze;North;P0024;Electronics;97.51;1;0;PayPal;Store;3.8;97.51;67.2;26.51;False;Organic;;False
O110261;11/09/2024;C02813;28;Silver;North;P0077;Clothing;57.5;1;0.01;Credit Card;Store;3.58;56.92;39.35;13.99;False;Social;;False
O106135;25/09/2024;C01036;29;Gold;North;P0101;Toys;95.08;1;0.05;Credit Card;Online;3.1;90.33;77.27;9.96;False;Organic;;False
O110343;16/01/2023;C01208;42;Platinum;South;P0071;Home;176.96;2;0.1;Credit Card;Online;3.81;318.53;190.3;124.42;False;Email;;False
O102547;13/03/2024;C00382;30;Silver;East;P0178;Home;211.74;1;0.01;Credit Card;Online;6.07;209.62;169.8;33.75;False;Social;;False
O104038;01/03/2023;C00094;18;Bronze;South;P0013;Sports;157.13;1;0.01;Credit Card;Online;3.16;155.56;123.44;28.96;False;Organic;;False
O102275;20/09/2024;C01540;41;Bronze;North;P0031;Beauty;121.24;1;0.4;Credit Card;Online;16;72.74;76.17;-19.43;False;Email;;False
O103090;02/07/2024;C01003;44;Platinum;North;P0139;Home;181.04;1;0.11;Credit Card;Online;6.34;161.13;126.84;27.95;False;Email;;False
O104251;28/08/2024;C00839;34;Silver;South;P0159;Electronics;111.5;1;0;Credit Card;Online;6.26;111.5;61.49;43.75;False;Email;;False
O105819;30/05/2024;C00091;43;Bronze;Central;P0144;Electronics;169.02;2;0;Credit Card;Online;3.12;338.04;179.5;155.42;False;Organic;;False
O111784;22/04/2024;C02117;53;Gold;South;P0064;Clothing;7.77;1;0.39;Credit Card;Online;3.07;4.74;5.03;-3.36;False;Social;;False
O104514;12/10/2024;C00262;31;Silver;South;P0047;Beauty;131.81;1;0.03;Credit Card;Online;9.91;127.86;90.1;27.85;False;Organic;;False
O107288;22/05/2023;C02010;34;Gold;Central;P0078;Beauty;162.35;1;0.05;PayPal;Online;3.53;-154.23;-95.6;-62.16;True;Email;;False
O100662;23/01/2023;C00670;30;Silver;Central;P0012;Toys;137.55;1;0;Credit Card;Online;5.68;137.55;92.1;39.77;False;;;False
O107497;25/11/2023;C01242;49;Silver;South;P0107;Electronics;224.55;1;0.01;Credit Card;Online;6.38;222.3;132.55;83.37;False;Paid Search;;False
O108817;04/03/2023;C01686;19;Silver;Central;P0035;Clothing;85.46;1;0.01;Credit Card;Online;4.92;84.61;62.03;17.66;False;Social;;False
O101313;05/01/2024;C01435;41;Silver;Central;P0076;Beauty;185.32;1;0;Credit Card;Mobile App;3.29;185.32;107.93;74.1;False;Paid Search;;False
O106107;27/10/2023;C01354;37;Gold;North;P0116;Toys;164.11;3;0.04;Credit Card;Online;4.32;472.64;310.95;157.37;False;Social;;False
O103990;07/04/2024;C02050;28;Bronze;South;P0103;Sports;149.35;1;0.02;PayPal;Online;3.74;146.36;111.66;30.96;False;Paid Search;;False
O100915;26/07/2024;C02327;41;Bronze;East;P0161;Toys;100.19;1;0;Credit Card;Online;4.8;100.19;65.47;29.92;False;Organic;;False
O103528;22/03/2024;C02312;37;Platinum;East;P0043;Home;152.1;2;0.09;Credit Card;Online;3.1;276.82;204.22;69.5;False;Paid Search;;False
O101009;15/08/2024;C01329;33;Platinum;East;P0137;Clothing;23.33;1;0.12;Gift Card;Mobile App;4.27;20.53;13.63;2.63;False;Email;;False
O107870;05/02/2024;C02819;21;Silver;South;P0103;Sports;124.75;2;0;PayPal;Mobile App;6.42;249.5;223.32;19.76;False;Organic;;False
O100691;11/02/2024;C01835;27;Gold;Central;P0013;Sports;164.06;1;0.08;Credit Card;Mobile App;3.52;150.94;123.44;23.98;False;Email;;False
O102657;07/02/2024;C02349;20;Silver;East;P0033;Beauty;146.79;1;0;Credit Card;Mobile App;7.08;146.79;114.69;25.02;False;Organic;;False
O103984;27/02/2023;C00283;28;Gold;West;P0059;Electronics;161.01;3;0.04;Gift Card;Mobile App;5.27;463.71;360.93;97.51;False;Email;;False
O110602;25/07/2024;C01050;27;Silver;Central;P0022;Sports;144.24;2;0;PayPal;Online;11.44;288.48;163.2;113.84;False;Organic;;False
O101858;21/08/2024;C02982;49;Silver;Central;P0111;Beauty;73.8;1;0.01;Credit Card;Store;4.49;73.06;44.43;24.14;False;Affiliate;;False
O109704;17/01/2023;C00470;18;Platinum;South;P0134;Beauty;174.01;1;0.14;PayPal;Online;4.63;149.65;114.32;30.7;False;Organic;;False
O109494;01/11/2024;C02726;23;Bronze;Central;P0118;Home;109.88;2;0;Credit Card;Online;3.83;219.76;156.78;59.15;False;Social;;False
O104871;15/02/2024;C00922;27;Platinum;South;P0081;Home;137.04;1;0.11;Debit Card;Online;8.36;121.97;94.98;18.63;False;Social;;False
O109113;12/11/2023;C02737;43;Silver;North;P0101;Toys;99.08;2;0;PayPal;Online;3.58;198.16;154.54;40.04;False;Organic;;False
O108690;24/01/2024;C00703;47;Bronze;East;P0190;Sports;91.97;1;0.01;PayPal;Online;3.51;91.05;73.32;14.22;False;Organic;;False
O110934;11/02/2024;C00660;36;Bronze;South;P0058;Beauty;157.36;1;0;Credit Card;Online;5.57;157.36;103.93;47.86;False;Social;;False
O103487;31/10/2023;C02795;32;Bronze;Central;P0109;Electronics;162.69;1;0;PayPal;Online;3.46;162.69;94.82;64.41;False;Organic;;False
O111931;26/04/2024;C01874;35;Bronze;South;P0181;Toys;177.73;1;0;PayPal;Online;4.17;177.73;135.6;37.96;False;Email;;False
O100903;29/07/2024;C00450;33;Silver;North;P0118;Home;108.64;1;0.03;Credit Card;Online;3.22;105.38;78.39;23.77;False;Organic;;False
O110965;02/04/2023;C02415;51;Gold;East;P0152;Beauty;173.1;2;0.06;Credit Card;Online;3.46;325.43;223.6;98.37;False;Organic;;False
O110474;07/08/2024;C01103;28;Silver;West;P0105;Toys;156.47;3;0.01;PayPal;Online;4.24;464.72;266.91;193.57;False;Organic;;False
O105622;02/11/2023;C00234;40;Silver;West;P0111;Beauty;82.15;1;0;Debit Card;Online;3.73;82.15;44.43;33.99;False;Affiliate;;False
O110239;08/09/2023;C00460;34;Silver;North;P0187;Home;183.01;1;0;Credit Card;Online;3.36;183.01;129.45;50.2;False;Paid Search;;False
O109919;04/07/2023;C01512;29;Bronze;East;P0069;Electronics;174.66;1;0;Debit Card;Online;4.36;174.66;93.82;76.48;False;Paid Search;;False
O104266;16/09/2024;C01568;46;Silver;South;P0048;Electronics;211.55;1;0;Credit Card;Online;4.73;211.55;112.37;94.45;False;Affiliate;;False
O111450;14/11/2024;C01681;25;Silver;West;P0029;Toys;132.08;3;0;Gift Card;Online;3.57;396.24;296.91;95.76;False;Organic;;False
O101369;23/09/2024;C01626;24;Silver;West;P0003;Electronics;182.37;1;0.03;Credit Card;Online;4.04;176.9;131.02;41.84;False;Organic;;False
O105308;22/01/2023;C00121;47;Silver;West;P0021;Home;211.42;1;0;Credit Card;Online;3.55;211.42;148.38;59.49;False;Organic;;False
O102011;04/10/2023;C01436;22;Bronze;South;P0182;Clothing;19.49;3;0.01;Credit Card;Online;4.24;-57.89;-48.87;-13.26;True;Organic;;False
O109549;28/01/2023;C00658;39;Silver;North;P0114;Home;231.32;2;0.03;Credit Card;Online;3.12;448.76;281.84;163.8;False;Social;;False
O100579;17/06/2023;C01655;42;Bronze;South;P0096;Home;93.01;1;0;Debit Card;Mobile App;4;93.01;66.93;22.08;False;Email;;False
O108171;28/09/2024;C01228;27;Bronze;North;P0017;Electronics;116.87;1;0;Debit Card;Mobile App;4.54;-116.87;-88.44;-32.97;True;Organic;;False
O109574;10/06/2024;C00841;40;Silver;North;P0045;Electronics;104.03;1;0.01;Debit Card;Online;3.06;102.99;71.78;28.15;False;Social;;False
O101258;01/04/2023;C00115;18;Silver;West;P0061;Clothing;36.71;1;0.01;Debit Card;Online;11.18;36.34;28.26;-3.1;False;Organic;;False
O107074;08/05/2024;C01127;29;Silver;East;P0079;Toys;160.38;1;0;Credit Card;Online;3.39;160.38;94.14;62.85;False;Organic;;False
O102224;22/08/2023;C01266;32;Silver;North;P0003;Electronics;189.78;1;0;Credit Card;Online;3.3;189.78;131.02;55.46;False;Organic;;False
O105044;16/03/2023;C01701;53;Bronze;East;P0198;Clothing;61.99;1;0;PayPal;Online;5.9;61.99;43.56;12.53;False;Social;;False
O105405;31/08/2023;C02901;24;Bronze;South;P0027;Toys;111.99;1;0.03;Credit Card;Store;6.4;108.63;60.76;41.47;False;Organic;;False
O102049;26/03/2023;C00100;27;Silver;South;P0162;Electronics;181.81;2;0.01;Debit Card;Online;4.71;359.98;256.36;98.91;False;Organic;;False
O103872;31/01/2024;C00835;32;Bronze;West;P0152;Beauty;160.49;2;0.01;Gift Card;Online;3.79;-317.77;-223.6;-97.96;True;Social;;False
O109262;03/01/2023;C00596;25;Silver;East;P0015;Sports;76.9;2;0.02;Credit Card;Online;7.96;150.72;124.78;17.98;False;Organic;;False
O103824;03/06/2023;C00047;27;Bronze;East;P0002;Electronics;149.76;2;0.01;Credit Card;Online;3.14;296.52;219.78;73.6;False;Organic;;False
O109093;01/03/2023;C02536;34;Platinum;South;P0129;Sports;162.07;2;0.12;PayPal;Online;4.66;285.24;204.46;76.12;False;Email;;False
O110606;08/12/2024;C02333;22;Gold;South;P0032;Home;215.95;1;0.05;Credit Card;Online;3.09;205.15;155.91;46.15;False;Organic;;False
O111383;27/07/2024;C00025;34;Bronze;South;P0033;Beauty;149.03;1;0.01;PayPal;Online;6.41;147.54;114.69;26.44;False;Organic;;False
O107212;30/12/2023;C01866;36;Silver;South;P0008;Home;174.94;1;0.23;Debit Card;Online;3.37;134.7;139.74;-8.41;False;Affiliate;;False
O101728;05/07/2023;C00728;18;Bronze;West;P0116;Toys;172.36;2;0.01;Credit Card;Mobile App;3.06;341.27;207.3;130.91;False;Social;;False
O109624;16/02/2023;C01799;40;Gold;West;P0030;Sports;145.97;1;0.06;Credit Card;Online;4.37;137.21;91.74;41.1;False;Social;;False
O104800;13/10/2023;C00877;18;Bronze;East;P0064;Clothing;7.87;1;0.02;Credit Card;Online;3.43;7.71;5.03;-0.75;False;Organic;;False
O105865;26/01/2024;C00871;24;Silver;North;P0079;Toys;151.02;2;0.02;Credit Card;Online;3.74;296;188.28;103.98;False;Social;;False
O100740;20/03/2023;C01501;29;Bronze;East;P0142;Electronics;215.23;1;0.01;Debit Card;Online;3.17;213.08;160.42;49.49;False;Organic;;False
O103620;07/01/2023;C01025;41;Silver;South;P0180;Electronics;244.99;1;0;PayPal;Online;6.89;244.99;169.54;68.56;False;Affiliate;;False
O109968;09/02/2023;C00690;37;Bronze;East;P0165;Clothing;95.85;1;0.01;Debit Card;Mobile App;3.06;94.89;59.65;32.18;False;Email;;False
O103521;16/06/2023;C00085;18;Gold;South;P0050;Clothing;24.63;3;0.04;Debit Card;Store;4.91;70.93;60.54;5.48;False;Paid Search;;False
O102078;01/03/2024;C02298;40;Platinum;East;P0172;Beauty;134.09;1;0.08;Credit Card;Online;3.96;123.36;88.75;30.65;False;Organic;;False
O100816;01/12/2023;C00596;38;Silver;East;P0006;Home;151.11;1;0.03;PayPal;Mobile App;4.33;146.58;90.79;51.46;False;Organic;;False
O109759;03/02/2024;C02219;35;Bronze;Central;P0011;Toys;121.85;1;0.04;Credit Card;Mobile App;3.44;116.98;92.5;21.04;False;Social;;False
O104924;25/06/2024;C00167;36;Bronze;West;P0197;Electronics;124.86;1;0;Credit Card;Mobile App;3.23;124.86;69.32;52.31;False;Organic;;False
O101246;29/08/2023;C02503;37;Gold;Central;P0003;Electronics;184.11;1;0.06;Credit Card;Store;3.12;173.06;131.02;38.92;False;Email;;False
O108509;02/04/2023;C01994;25;Bronze;West;P0036;Electronics;106.01;1;0.01;Gift Card;Online;4.92;104.95;60.66;39.37;False;Affiliate;;False
O110622;03/08/2024;C01153;42;Bronze;West;P0115;Sports;141.35;1;0.26;PayPal;Mobile App;3.16;104.6;111.02;-9.58;False;Organic;;False
O105257;15/05/2024;C01758;47;Silver;North;P0124;Home;102.24;3;0;Debit Card;Online;4.8;306.72;176.4;125.52;False;Organic;;False
O109783;25/02/2024;C00622;29;Bronze;South;P0014;Electronics;81.6;1;0;Gift Card;Store;4.42;81.6;55.91;21.27;False;Social;;False
O109115;29/05/2024;C00455;38;Silver;West;P0171;Home;115.74;1;0.01;Credit Card;Mobile App;4.11;114.58;68.19;42.28;False;Organic;;False
O108200;04/02/2024;C01635;24;Silver;North;P0060;Sports;199.62;1;0.01;Debit Card;Mobile App;4.38;197.62;120.29;72.95;False;Organic;;False
O107144;25/12/2024;C00113;40;Bronze;Central;P0120;Beauty;191.43;2;0;Credit Card;Mobile App;3.59;382.86;284.78;94.49;False;Organic;;False
O108275;12/05/2024;C00567;26;Silver;Central;P0011;Toys;138.13;1;0;PayPal;Store;3.2;138.13;92.5;42.43;False;Paid Search;;False
O106806;21/09/2023;C00666;31;Silver;West;P0123;Beauty;207.15;2;0;Credit Card;Mobile App;3.25;414.3;262;149.05;False;Social;;False
O109563;14/09/2023;C01322;29;Gold;North;P0120;Beauty;196.75;1;0.05;PayPal;Online;5.22;186.91;142.39;39.3;False;Organic;;False
O100308;29/05/2023;C00889;46;Silver;South;P0014;Electronics;79.2;1;0.03;Credit Card;Mobile App;6.34;76.82;55.91;14.57;False;Organic;;False
O103134;09/03/2024;C01668;55;Silver;South;P0092;Toys;196.76;2;0.01;Credit Card;Mobile App;3.31;389.58;275.36;110.91;False;Organic;;False
O111074;18/02/2024;C02517;50;Bronze;North;P0157;Clothing;130.58;1;0;Credit Card;Mobile App;3.74;130.58;96.95;29.89;False;Organic;;False
